Nom vernaculaire,Scientific name,Famille,Statut de reproducteur,Unnamed: 4,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,Status,No.,No. Back
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,2 (stereo),2014-06-09,Not specified,15.0,XC209086.mp3,Not specified,Mallard,Not specified,XC209086 Mallard (Anas platyrhynchos),"['Phylloscopus trochilus_Willow Warbler', 'Cyanistes caeruleus_Eurasian Blue Tit', 'Sylvia borin_Garden Warbler', 'Fringilla coelebs_Common Chaffinch']",yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8646,44100 (Hz),call,80 m,,160000 (bps),mp3,Not specified,Willow Warbler (Phylloscopus trochilus); Eurasian Blue Tit (Cyanistes caeruleus); Garden Warbler (Sylvia borin); Common Chaffinch (Fringilla coelebs),209086.0,https://www.xeno-canto.org/209086,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.8968,Not specified,13:16,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,1 (mono),2015-03-21,Not specified,28.0,XC219333.mp3,Not specified,Mallard,Not specified,XC219333 Mallard (Anas platyrhynchos),['Cygnus cygnus_Whooper Swan'],yes,Anas platyrhynchos," Palupõhja, Puhja Parish, Tartu maakond",58.4213,48000 (Hz),"call, male",40 m,,128000 (bps),mp3,Not specified,Whooper Swan (Cygnus cygnus),219333.0,https://www.xeno-canto.org/219333,Estonia,Uku Paal,Anas platyrhynchos_Mallard,26.2352,Not specified,05:30,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,,mallar3,2 (stereo),2005-05-12,Not specified,86.0,XC234884.mp3,Not specified,Mallard,Not specified,XC234884 Mallard (Anas platyrhynchos),"['Phylloscopus trochilus_Willow Warbler', 'Passer domesticus_House Sparrow', 'Mareca strepera_Gadwall', 'Branta leucopsis_Barnacle Goose', 'Sylvia communis_Greater Whitethroat', 'Fringilla coelebs_Common Chaffinch', 'Chroicocephalus ridibundus_Black-headed Gull', 'Botaurus stellaris_Great Bittern', 'Emberiza citrinella_Yellowhammer']",,Anas platyrhynchos, Matsalu National Park,58.7814,44100 (Hz),calls,0 m,,160000 (bps),mp3,Not specified,Willow Warbler (Phylloscopus trochilus); House Sparrow (Passer domesticus); Gadwall (Mareca strepera); Barnacle Goose (Branta leucopsis); Common Whitethroat (Sylvia communis); Common Chaffinch (Fringilla coelebs); Black-headed Gull (Chroicocephalus ridibundus); Eurasian Bittern (Botaurus stellaris); Yellowhammer (Emberiza citrinella),234884.0,https://www.xeno-canto.org/234884,Estonia,Lauri Hallikainen,Anas platyrhynchos_Mallard,23.7172,Not specified,06:50,Lauri Hallikainen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,2 (stereo),2015-04-25,Not specified,33.0,XC237222.mp3,Not specified,Mallard,Not specified,XC237222 Mallard (Anas platyrhynchos),"['Anas crecca_Green-winged Teal', 'Tringa glareola_Wood Sandpiper', 'Chroicocephalus ridibundus_Black-headed Gull']",yes,Anas platyrhynchos," Saltfjärden, Kirkkonummi, Uusimaa",60.09,44100 (Hz),"female, flight call, male",10 m,,160000 (bps),mp3,Not specified,Eurasian Teal (Anas crecca); Wood Sandpiper (Tringa glareola); Black-headed Gull (Chroicocephalus ridibundus),237222.0,https://www.xeno-canto.org/237222,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,24.4872,Not specified,15:11,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,2 (stereo),2015-04-28,Not specified,315.0,XC237697.mp3,Not specified,Mallard,Not specified,XC237697 Mallard (Anas platyrhynchos),[],no,Anas platyrhynchos," Kallerö, Östhammar, Uppland",60.3471,48000 (Hz),call,10 m,,227671 (bps),mp3,Not specified,,237697.0,https://www.xeno-canto.org/237697,Sweden,Teet Sirotkin,Anas platyrhynchos_Mallard,18.2579,Not specified,00:50,Teet Sirotkin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,2 (stereo),2015-05-29,Not specified,30.0,XC246537.mp3,Not specified,Mallard,Not specified,XC246537 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Lake Prestvannet, Tromsø, Troms",69.6591,44100 (Hz),"call, male",100 m,Zoom H6 Telinga stereo,128000 (bps),mp3,Not specified,,246537.0,https://www.xeno-canto.org/246537,Norway,Stein Ø. Nilsen,Anas platyrhynchos_Mallard,18.9353,Not specified,06:00,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,,mallar3,1 (mono),1983-03-26,level,10.0,XC25717.mp3,level,Mallard,7-20,XC25717 Mallard (Anas platyrhynchos),[],,Anas platyrhynchos, Trønninge Mose,55.6834,44100 (Hz),calls of flushed female,7 m,Tape ref. A_286-290,128000 (bps),mp3,decreasing,,25717.0,https://www.xeno-canto.org/25717,Denmark,Niels Krabbe,Anas platyrhynchos_Mallard,11.5667,6-10(s),xx.xx,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,2 (stereo),2014-11-16,Not specified,16.0,XC265972.mp3,Not specified,Mallard,Not specified,XC265972 Mallard (Anas platyrhynchos),['Erithacus rubecula_European Robin'],yes,Anas platyrhynchos," Südpark, Recklinghausen, Nordrhein-Westfalen",51.5765,44100 (Hz),call,50 m,,128000 (bps),mp3,Not specified,European Robin (Erithacus rubecula),265972.0,https://www.xeno-canto.org/265972,Germany,Timo Tschentscher,Anas platyrhynchos_Mallard,7.2215,Not specified,15:17,Timo Tschentscher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,,mallar3,2 (stereo),2008-12-07,level,102.0,XC26966.mp3,level,Mallard,>20,XC26966 Mallard (Anas platyrhynchos),[],,Anas platyrhynchos," Boulongerparken, Skövde, Västergötland",58.3903,44100 (Hz),song,? m,Autumncall from male,128000 (bps),mp3,level,,26966.0,https://www.xeno-canto.org/26966,Sweden,Patrik Åberg,Anas platyrhynchos_Mallard,13.8592,0-3(s),?,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,,mallar3,2 (stereo),2007-04-06,level,40.0,XC26967.mp3,level,Mallard,>20,XC26967 Mallard (Anas platyrhynchos),[],,Anas platyrhynchos," Ryholm, Västergötland ",58.5731,44100 (Hz),call,? m,call from male,128000 (bps),mp3,level,,26967.0,https://www.xeno-canto.org/26967,Sweden,Patrik Åberg,Anas platyrhynchos_Mallard,14.2489,0-3(s),?,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,,mallar3,2 (stereo),2008-04-24,level,11.0,XC26970.mp3,level,Mallard,7-20,XC26970 Mallard (Anas platyrhynchos),[],,Anas platyrhynchos," Timaden. Årebolet, Tibro, Västergötland ",58.3714,44100 (Hz),call,? m,call from male hunting female in flight,128000 (bps),mp3,level,,26970.0,https://www.xeno-canto.org/26970,Sweden,Patrik Åberg,Anas platyrhynchos_Mallard,14.1395,3-6(s),?,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,1 (mono),2015-10-15,Not specified,15.0,XC285222.mp3,Not specified,Mallard,Not specified,XC285222 Mallard (Anas platyrhynchos),[],no,Anas platyrhynchos," Hensies, Hainaut, Région wallonne",50.4612,44100 (Hz),flight call,20 m,,320000 (bps),mp3,Not specified,,285222.0,https://www.xeno-canto.org/285222,Belgium,Jérémy Simar,Anas platyrhynchos_Mallard,3.677,Not specified,08:30,Jérémy Simar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,1 (mono),2015-10-29,Not specified,8.0,XC288687.mp3,Not specified,Mallard,Not specified,XC288687 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Gmina Niepor?t (near  Bia?obrzegi), legionowski, mazowieckie",52.4598,48000 (Hz),wings,70 m,,192000 (bps),mp3,Not specified,,288687.0,https://www.xeno-canto.org/288687,Poland,Jarek Matusiak,Anas platyrhynchos_Mallard,21.0669,6-10(s),17:20,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,1 (mono),2015-12-28,Not specified,45.0,XC297302.mp3,Not specified,Mallard,Not specified,XC297302 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,,297302.0,https://www.xeno-canto.org/297302,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,1 (mono),2015-12-28,Not specified,13.0,XC297303.mp3,Not specified,Mallard,Not specified,XC297303 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,,297303.0,https://www.xeno-canto.org/297303,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,1 (mono),2015-12-28,Not specified,35.0,XC297304.mp3,Not specified,Mallard,Not specified,XC297304 Mallard (Anas platyrhynchos),['Parus major_Great Tit'],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,Great Tit (Parus major),297304.0,https://www.xeno-canto.org/297304,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,4.5,no,mallar3,1 (mono),2015-12-28,Not specified,29.0,XC297305.mp3,Not specified,Mallard,Not specified,XC297305 Mallard (Anas platyrhynchos),['Parus major_Great Tit'],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,Great Tit (Parus major),297305.0,https://www.xeno-canto.org/297305,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
Canard colvert,Anas platyrhynchos,Anatidae,hivernant,,5.0,no,mallar3,1 (mono),2015-12-28,Not specified,145.0,XC297306.mp3,Not specified,Mallard,Not specified,XC297306 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Savonlinna, Savonlinna, Southern Savonia",61.8648,48000 (Hz),calls,80 m,,320000 (bps),mp3,Not specified,,297306.0,https://www.xeno-canto.org/297306,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,28.896,Not specified,13:50,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,591.0,1229.0
